Empreendimento,Unidade,Tipo,Área Privativa (m²),Situação,Valor VGV,Valor m²,Chave
BAL HARBOUR,Apto. 1001,3S,"165,29",Bloqueada,"R$ 3.507.414,26","R$ 21.219,76",BAL HARBOURApto. 1001
BAL HARBOUR,Apto. 1204,3S,"115,54",Bloqueada,"R$ 1.998.702,86","R$ 17.298,80",BAL HARBOURApto. 1204
BAL HARBOUR,Apto. 1401,3S,"165,29",Bloqueada,"R$ 3.707.668,16","R$ 22.431,29",BAL HARBOURApto. 1401
BAL HARBOUR,Apto. 1701,2S,"165,29",Bloqueada,"R$ 3.816.846,52","R$ 23.091,82",BAL HARBOURApto. 1701
BAL HARBOUR,Apto. 1704,3S,"115,54",Bloqueada,"R$ 2.104.410,79","R$ 18.213,70",BAL HARBOURApto. 1704
BAL HARBOUR,Apto. 1803,3S,"129,68",Bloqueada,"R$ 2.747.235,09","R$ 21.184,72",BAL HARBOURApto. 1803
BAL HARBOUR,Apto. 1903,3S,"129,68",Bloqueada,"R$ 2.822.207,58","R$ 21.762,86",BAL HARBOURApto. 1903
BAL HARBOUR,Apto. 2104,3S,"115,54",Bloqueada,"R$ 2.157.170,62","R$ 18.670,34",BAL HARBOURApto. 2104
BAL HARBOUR,Apto. 802,3S,"144,61",Bloqueada,"R$ 2.931.716,98","R$ 20.273,27",BAL HARBOURApto. 802
BAL HARBOUR,Apto. 804,2S,"115,54",Bloqueada,"R$ 1.945.943,03","R$ 16.842,16",BAL HARBOURApto. 804
BAL HARBOUR,Sala Com. 01,2S,"41,34",Bloqueada,"R$ 1.087.190,79","R$ 26.298,76",BAL HARBOURSala Com. 01
BAL HARBOUR,Sala Com. 02,3S,"63,27",Bloqueada,"R$ 1.087.190,79","R$ 17.183,35",BAL HARBOURSala Com. 02
BAL HARBOUR,Sala Com. 03,3S,"71,73",Bloqueada,"R$ 1.087.190,79","R$ 15.156,71",BAL HARBOURSala Com. 03
BAL HARBOUR,Sala Com. 04,3S,"72,53",Bloqueada,"R$ 1.087.190,79","R$ 14.989,53",BAL HARBOURSala Com. 04
BAL HARBOUR,Sala Com. 05,2S,"75,86",Bloqueada,"R$ 1.087.190,79","R$ 14.331,54",BAL HARBOURSala Com. 05
BAL HARBOUR,Sala Com. 06,3S,"33,01",Bloqueada,"R$ 1.087.190,79","R$ 32.935,20",BAL HARBOURSala Com. 06
BLUE COAST,Apartamento 603,3S,"131,52",Bloqueada,"R$ 2.258.653,45","R$ 17.173,46",BLUE COASTApartamento 603
DESTIN BEACH,Apto. 1003,3S,"82,11",Bloqueada,"R$ 1.303.180,64","R$ 15.871,16",DESTIN BEACHApto. 1003
DESTIN BEACH,Apto. 1004,3S,"84,84",Bloqueada,"R$ 1.404.736,31","R$ 16.557,48",DESTIN BEACHApto. 1004
DESTIN BEACH,Apto. 1005,3S,"80,97",Bloqueada,"R$ 1.186.101,05","R$ 14.648,65",DESTIN BEACHApto. 1005
DESTIN BEACH,Apto. 1201,3S,"130,32",Bloqueada,"R$ 2.263.981,83","R$ 17.372,48",DESTIN BEACHApto. 1201
DESTIN BEACH,Apto. 1202,3S,"130,34",Bloqueada,"R$ 2.487.966,73","R$ 19.088,28",DESTIN BEACHApto. 1202
DESTIN BEACH,Apto. 1203,2S,"82,11",Bloqueada,"R$ 1.320.791,19","R$ 16.085,63",DESTIN BEACHApto. 1203
DESTIN BEACH,Apto. 1204,3S,"84,84",Bloqueada,"R$ 1.422.932,37","R$ 16.771,95",DESTIN BEACHApto. 1204
DESTIN BEACH,Apto. 1205,2S,"80,97",Bloqueada,"R$ 1.203.467,10","R$ 14.863,12",DESTIN BEACHApto. 1205
DESTIN BEACH,Apto. 1206,2S,"113,58",Bloqueada,"R$ 1.778.285,85","R$ 15.656,68",DESTIN BEACHApto. 1206
DESTIN BEACH,Apto. 1207,3S,"82,02",Bloqueada,"R$ 1.192.686,50","R$ 14.541,41",DESTIN BEACHApto. 1207
DESTIN BEACH,Apto. 1302,3S,"130,34",Bloqueada,"R$ 2.501.944,08","R$ 19.195,52",DESTIN BEACHApto. 1302
DESTIN BEACH,Apto. 1304,3S,"84,84",Bloqueada,"R$ 1.432.030,40","R$ 16.879,19",DESTIN BEACHApto. 1304
DESTIN BEACH,Apto. 1405,3S,"80,97",Bloqueada,"R$ 1.220.833,13","R$ 15.077,60",DESTIN BEACHApto. 1405
DESTIN BEACH,Apto. 1502,3S,"130,34",Bloqueada,R$ -,R$ -,DESTIN BEACHApto. 1502
DESTIN BEACH,Apto. 1602,3S,"130,34",Bloqueada,"R$ 2.725.581,53","R$ 20.911,32",DESTIN BEACHApto. 1602
DESTIN BEACH,Apto. 1604,3S,"84,84",Bloqueada,"R$ 1.577.598,93","R$ 18.594,99",DESTIN BEACHApto. 1604
DESTIN BEACH,Apto. 1605,3S,"80,97",Bloqueada,"R$ 1.255.565,23","R$ 15.506,55",DESTIN BEACHApto. 1605
DESTIN BEACH,Apto. 1606,Garden,"113,58",Bloqueada,"R$ 1.887.906,20","R$ 16.621,82",DESTIN BEACHApto. 1606
DESTIN BEACH,Apto. 1807,2S,"82,02",Bloqueada,"R$ 1.307.029,60","R$ 15.935,50",DESTIN BEACHApto. 1807
DESTIN BEACH,Apto. 1901,3S,"130,32",Bloqueada,"R$ 2.585.411,35","R$ 19.838,95",DESTIN BEACHApto. 1901
DESTIN BEACH,Apto. 1902,3S,"130,34",Bloqueada,"R$ 2.809.445,59","R$ 21.554,75",DESTIN BEACHApto. 1902
DESTIN BEACH,Apto. 1903,3S,"82,11",Bloqueada,"R$ 1.452.870,31","R$ 17.694,19",DESTIN BEACHApto. 1903
DESTIN BEACH,Apto. 1904,2S,"84,84",Bloqueada,"R$ 1.632.187,12","R$ 19.238,41",DESTIN BEACHApto. 1904
DESTIN BEACH,Apto. 2201,3S,"130,32",Bloqueada,"R$ 2.669.262,52","R$ 20.482,37",DESTIN BEACHApto. 2201
DESTIN BEACH,Apto. 2202,3S,"130,34",Bloqueada,"R$ 2.893.309,63","R$ 22.198,17",DESTIN BEACHApto. 2202
DESTIN BEACH,Apto. 2203,2S,"82,11",Bloqueada,"R$ 1.505.701,95","R$ 18.337,62",DESTIN BEACHApto. 2203
DESTIN BEACH,Apto. 2204,3S,"84,84",Bloqueada,"R$ 1.686.775,33","R$ 19.881,84",DESTIN BEACHApto. 2204
DESTIN BEACH,Apto. 2205,2S,"80,97",Bloqueada,"R$ 1.359.761,52","R$ 16.793,40",DESTIN BEACHApto. 2205
DESTIN BEACH,Apto. 2206,3S,"113,58",Bloqueada,"R$ 2.034.066,68","R$ 17.908,67",DESTIN BEACHApto. 2206
DESTIN BEACH,Apto. 2207,3S,"82,02",Bloqueada,"R$ 1.377.394,58","R$ 16.793,40",DESTIN BEACHApto. 2207
DESTIN BEACH,Apto. 2401,3S,"130,32",Bloqueada,"R$ 2.725.163,31","R$ 20.911,32",DESTIN BEACHApto. 2401
DESTIN BEACH,Apto. 2402,2S,"130,34",Bloqueada,"R$ 2.949.219,00","R$ 22.627,12",DESTIN BEACHApto. 2402
DESTIN BEACH,Apto. 2404,2S,"84,84",Bloqueada,"R$ 1.723.167,46","R$ 20.310,79",DESTIN BEACHApto. 2404
DESTIN BEACH,Apto. 603,2S,"82,11",Bloqueada,R$ -,R$ -,DESTIN BEACHApto. 603
DESTIN BEACH,Apto. 702,2S,"130,34",Bloqueada,"R$ 2.418.080,03","R$ 18.552,09",DESTIN BEACHApto. 702
DESTIN BEACH,Apto. 805,4S,"80,97",Bloqueada,"R$ 1.168.735,00","R$ 14.434,17",DESTIN BEACHApto. 805
DESTIN BEACH,Apto. 901,2S,"130,32",Bloqueada,"R$ 2.222.056,24","R$ 17.050,77",DESTIN BEACHApto. 901
DESTIN BEACH,Apto. 902,2S,"130,34",Bloqueada,"R$ 2.446.034,72","R$ 18.766,57",DESTIN BEACHApto. 902
DESTIN BEACH,Apto. 904,2S,"84,84",Bloqueada,"R$ 1.395.638,26","R$ 16.450,24",DESTIN BEACHApto. 904
DOLPHIN BAY,Sala Comercial,2S,"52,27",Bloqueada,R$ -,R$ -,DOLPHIN BAYSala Comercial
EMERALD COAST,Apto. 1003,Decorado,"125,54",Bloqueada,"R$ 2.099.029,33","R$ 16.720,00",EMERALD COASTApto. 1003
EMERALD COAST,Apto. 1403,Decorado,"125,54",Bloqueada,"R$ 2.167.932,67","R$ 17.268,86",EMERALD COASTApto. 1403
EMERALD COAST,Apto. 1503,Decorado,"125,54",Bloqueada,"R$ 2.182.334,48","R$ 17.383,58",EMERALD COASTApto. 1503
EMERALD COAST,Apto. 1802,Sala,"145,28",Bloqueada,"R$ 2.959.529,34","R$ 20.371,21",EMERALD COASTApto. 1802
EMERALD COAST,Apto. 1803,Sala,"125,54",Bloqueada,"R$ 2.225.539,85","R$ 17.727,73",EMERALD COASTApto. 1803
EMERALD COAST,Apto. 2202,Sala,"145,28",Bloqueada,"R$ 3.202.460,37","R$ 22.043,37",EMERALD COASTApto. 2202
EMERALD COAST,Apto. 2203,Sala,"125,54",Bloqueada,"R$ 2.326.557,93","R$ 18.532,40",EMERALD COASTApto. 2203
EMERALD COAST,Apto. 2301,Sala,"147,13",Bloqueada,"R$ 3.298.801,49","R$ 22.421,00",EMERALD COASTApto. 2301
EMERALD COAST,Apto. 2302,Sala,"145,28",Bloqueada,"R$ 3.254.710,33","R$ 22.403,02",EMERALD COASTApto. 2302
EMERALD COAST,Apto. 2501,Sala,"147,13",Bloqueada,"R$ 3.506.596,73","R$ 23.833,32",EMERALD COASTApto. 2501
EMERALD COAST,Apto. 601,Síndico,"147,13",Bloqueada,"R$ 2.671.774,04","R$ 18.159,27",EMERALD COASTApto. 601
EMERALD COAST,Apto. 703,Síndico,"125,54",Bloqueada,"R$ 2.022.333,72","R$ 16.109,08",EMERALD COASTApto. 703
EMERALD COAST,Apto. 903,Síndico,"125,54",Bloqueada,"R$ 2.056.366,62","R$ 16.380,17",EMERALD COASTApto. 903
FORT MYERS,Sala Com. 01,Síndico,181,Bloqueada,R$ -,R$ -,FORT MYERSSala Com. 01
FORT MYERS,Sala Com. 02,Síndico,112,Bloqueada,R$ -,R$ -,FORT MYERSSala Com. 02
FORT MYERS,Sala Com. 03,Síndico,91,Bloqueada,R$ -,R$ -,FORT MYERSSala Com. 03
FORT MYERS,Sala Com. 04,Síndico,98,Bloqueada,R$ -,R$ -,FORT MYERSSala Com. 04
FORT MYERS,Tipo - Apto. 1005,Síndico,"85,24",Bloqueada,"R$ 1.112.836,59","R$ 13.055,33",FORT MYERSTipo - Apto. 1005
FORT MYERS,Tipo - Apto. 1503,Síndico,"124,25",Bloqueada,"R$ 2.208.445,55","R$ 17.774,21",FORT MYERSTipo - Apto. 1503
FORT MYERS,Tipo - Apto. 1905,Síndico,"85,24",Bloqueada,"R$ 1.189.318,99","R$ 13.952,59",FORT MYERSTipo - Apto. 1905
FORT MYERS,Tipo - Apto. 2204,Box,"85,88",Bloqueada,"R$ 1.324.464,76","R$ 15.422,27",FORT MYERSTipo - Apto. 2204
FORT MYERS,Tipo - Apto. 3104,Box,"85,88",Bloqueada,"R$ 1.391.626,81","R$ 16.204,32",FORT MYERSTipo - Apto. 3104
KEY WEST,Apto 1102,Vaga,"122,96",Bloqueada,R$ -,R$ -,KEY WESTApto 1102
KEY WEST,Apto 1602,Vaga,"122,96",Bloqueada,R$ -,R$ -,KEY WESTApto 1602
OCEAN PARK,Apto 1005 S,Vaga,"80,91",Bloqueada,"R$ 1.307.689,96","R$ 16.162,28",OCEAN PARKApto 1005 S
OCEAN PARK,Apto 1205 S,Vaga,"80,91",Bloqueada,"R$ 1.145.480,53","R$ 14.157,47",OCEAN PARKApto 1205 S
OCEAN PARK,Sala Com. 06,Vaga,"82,69",Bloqueada,"R$ 2.343.761,11","R$ 28.343,95",OCEAN PARKSala Com. 06
PARADISE BAY,Apto 1801,Vaga,"123,48",Bloqueada,"R$ 2.450.877,44","R$ 19.848,38",PARADISE BAYApto 1801
ROYAL BAY,Apto. 3502,Vaga,"252,81",Bloqueada,"R$ 4.963.584,29","R$ 19.633,65",ROYAL BAYApto. 3502
ROYAL BAY,Apto. 4001,Vaga,"259,47",Bloqueada,"R$ 5.661.132,05","R$ 21.818,06",ROYAL BAYApto. 4001
ROYAL BAY,Apto. 4003,Vaga,"260,03",Bloqueada,"R$ 5.609.231,76","R$ 21.571,48",ROYAL BAYApto. 4003
ROYAL BAY,Apto. 901,Vaga,"191,67",Bloqueada,"R$ 3.488.061,08","R$ 18.198,26",ROYAL BAYApto. 901
BAL HARBOUR,Apto. 1101,Vaga,"165,29",Disponível,"R$ 3.557.642,95","R$ 21.523,64",BAL HARBOURApto. 1101
BAL HARBOUR,Apto. 1301,Vaga,"165,29",Disponível,"R$ 3.608.104,63","R$ 21.828,93",BAL HARBOURApto. 1301
BAL HARBOUR,Apto. 1304,2S,"115,54",Disponível,"R$ 2.011.892,82","R$ 17.412,96",BAL HARBOURApto. 1304
BAL HARBOUR,Apto. 1404,Sala,"115,54",Disponível,"R$ 2.025.082,77","R$ 17.527,11",BAL HARBOURApto. 1404
BAL HARBOUR,Apto. 1501,2S,"165,29",Disponível,"R$ 3.729.804,62","R$ 22.565,22",BAL HARBOURApto. 1501
BAL HARBOUR,Apto. 1802,2S,"144,61",Disponível,"R$ 3.202.774,06","R$ 22.147,67",BAL HARBOURApto. 1802
BAL HARBOUR,Apto. 1804,2S,"115,54",Disponível,"R$ 2.117.600,74","R$ 18.327,86",BAL HARBOURApto. 1804
BAL HARBOUR,Apto. 1901,2S,"165,29",Disponível,"R$ 3.898.292,48","R$ 23.584,56",BAL HARBOURApto. 1901
BAL HARBOUR,Apto. 1904,2S,"115,54",Disponível,"R$ 2.130.790,68","R$ 18.442,02",BAL HARBOURApto. 1904
BAL HARBOUR,Apto. 2004,2S,"115,54",Disponível,"R$ 2.143.980,65","R$ 18.556,18",BAL HARBOURApto. 2004
BAL HARBOUR,Apto. 2103,2S,"129,68",Disponível,"R$ 2.977.406,07","R$ 22.959,64",BAL HARBOURApto. 2103
BAL HARBOUR,Apto. 2203,2S,"129,68",Disponível,"R$ 3.026.789,87","R$ 23.340,45",BAL HARBOURApto. 2203
BAL HARBOUR,Apto. 2204,2S,"115,54",Disponível,"R$ 2.210.118,73","R$ 19.128,60",BAL HARBOURApto. 2204
BAL HARBOUR,Apto. 2301,2S,"298,08",Disponível,"R$ 7.455.608,75","R$ 25.012,11",BAL HARBOURApto. 2301
BAL HARBOUR,Apto. 2302,2S,"144,61",Disponível,"R$ 3.522.216,10","R$ 24.356,66",BAL HARBOURApto. 2302
BAL HARBOUR,Apto. 2303,2S,"129,74",Disponível,"R$ 3.077.597,00","R$ 23.721,27",BAL HARBOURApto. 2303
BAL HARBOUR,Apto. 2401,2S,"298,08",Disponível,"R$ 7.573.698,77","R$ 25.408,28",BAL HARBOURApto. 2401
BAL HARBOUR,Apto. 2501,2S,"298,08",Disponível,"R$ 7.858.082,97","R$ 26.362,33",BAL HARBOURApto. 2501
BAL HARBOUR,Apto. 2502,2S,"277,29",Disponível,"R$ 7.372.488,88","R$ 26.587,65",BAL HARBOURApto. 2502
BAL HARBOUR,Apto. 2503,2S,"271,74",Disponível,"R$ 7.224.927,41","R$ 26.587,65",BAL HARBOURApto. 2503
BAL HARBOUR,Apto. 601,2S,"167,46",Disponível,"R$ 3.306.136,16","R$ 19.742,84",BAL HARBOURApto. 601
BAL HARBOUR,Apto. 603,2S,"146,22",Disponível,"R$ 2.480.910,65","R$ 16.966,97",BAL HARBOURApto. 603
BAL HARBOUR,Apto. 604,2S,"155,45",Disponível,"R$ 2.136.272,89","R$ 13.742,51",BAL HARBOURApto. 604
BAL HARBOUR,Apto. 701,2S,"165,29",Disponível,"R$ 3.306.076,85","R$ 20.001,67",BAL HARBOURApto. 701
BAL HARBOUR,Apto. 702,2S,"144,61",Disponível,"R$ 2.893.810,35","R$ 20.011,14",BAL HARBOURApto. 702
BAL HARBOUR,Apto. 704,2S,"115,54",Disponível,"R$ 1.922.407,43","R$ 16.638,46",BAL HARBOURApto. 704
BAL HARBOUR,Apto. 801,2S,"165,29",Disponível,"R$ 3.348.859,53","R$ 20.260,51",BAL HARBOURApto. 801
BAL HARBOUR,Apto. 901,2S,"165,29",Disponível,"R$ 3.435.881,00","R$ 20.786,99",BAL HARBOURApto. 901
BAL HARBOUR,Apto. 904,2S,"115,54",Disponível,"R$ 1.959.133,01","R$ 16.956,32",BAL HARBOURApto. 904
BLUE COAST,Apartamento 503,2S,"228,12",Disponível,"R$ 2.632.378,71","R$ 11.539,45",BLUE COASTApartamento 503
DESTIN BEACH,Apto. 1001,2S,"130,32",Disponível,"R$ 2.236.031,43","R$ 17.158,01",DESTIN BEACHApto. 1001
DESTIN BEACH,Apto. 1002,2S,"130,34",Disponível,"R$ 2.460.012,05","R$ 18.873,81",DESTIN BEACHApto. 1002
DESTIN BEACH,Apto. 1006,2S,"113,58",Disponível,"R$ 1.753.925,75","R$ 15.442,21",DESTIN BEACHApto. 1006
DESTIN BEACH,Apto. 1007,2S,"82,02",Disponível,"R$ 1.175.095,26","R$ 14.326,94",DESTIN BEACHApto. 1007
DESTIN BEACH,Apto. 1101,2S,"130,32",Disponível,"R$ 2.250.006,63","R$ 17.265,24",DESTIN BEACHApto. 1101
DESTIN BEACH,Apto. 1102,2S,"130,34",Disponível,"R$ 2.473.989,40","R$ 18.981,04",DESTIN BEACHApto. 1102
DESTIN BEACH,Apto. 1103,2S,"82,11",Disponível,"R$ 1.311.985,91","R$ 15.978,39",DESTIN BEACHApto. 1103
DESTIN BEACH,Apto. 1104,2S,"84,84",Disponível,"R$ 1.413.834,34","R$ 16.664,71",DESTIN BEACHApto. 1104
DESTIN BEACH,Apto. 1105,2S,"80,97",Disponível,"R$ 1.194.784,07","R$ 14.755,89",DESTIN BEACHApto. 1105
DESTIN BEACH,Apto. 1106,Garden,"113,58",Disponível,"R$ 1.766.105,81","R$ 15.549,44",DESTIN BEACHApto. 1106
DESTIN BEACH,Apto. 1107,2S,"82,02",Disponível,"R$ 1.183.890,89","R$ 14.434,17",DESTIN BEACHApto. 1107
DESTIN BEACH,Apto. 1301,2S,"130,32",Disponível,"R$ 2.277.957,03","R$ 17.479,72",DESTIN BEACHApto. 1301
DESTIN BEACH,Apto. 1303,2S,"82,11",Disponível,"R$ 1.329.596,46","R$ 16.192,87",DESTIN BEACHApto. 1303
DESTIN BEACH,Apto. 1305,2S,"80,97",Disponível,"R$ 1.212.150,12","R$ 14.970,36",DESTIN BEACHApto. 1305
DESTIN BEACH,Apto. 1306,2S,"113,58",Disponível,"R$ 1.790.465,88","R$ 15.763,92",DESTIN BEACHApto. 1306
DESTIN BEACH,Apto. 1307,2S,"82,02",Disponível,"R$ 1.201.482,13","R$ 14.648,65",DESTIN BEACHApto. 1307
DESTIN BEACH,Apto. 1401,2S,"130,32",Disponível,"R$ 2.291.932,22","R$ 17.586,96",DESTIN BEACHApto. 1401
DESTIN BEACH,Apto. 1402,2S,"130,34",Disponível,"R$ 2.515.921,41","R$ 19.302,76",DESTIN BEACHApto. 1402
DESTIN BEACH,Apto. 1403,2S,"82,11",Disponível,"R$ 1.338.401,73","R$ 16.300,11",DESTIN BEACHApto. 1403
DESTIN BEACH,Apto. 1404,2S,"84,84",Disponível,"R$ 1.441.128,43","R$ 16.986,43",DESTIN BEACHApto. 1404
DESTIN BEACH,Apto. 1406,2S,"113,58",Disponível,"R$ 1.802.645,92","R$ 15.871,16",DESTIN BEACHApto. 1406
DESTIN BEACH,Apto. 1407,3S,"82,02",Disponível,"R$ 1.210.277,74","R$ 14.755,89",DESTIN BEACHApto. 1407
DESTIN BEACH,Apto. 1501,2S,"130,32",Disponível,"R$ 2.431.684,18","R$ 18.659,33",DESTIN BEACHApto. 1501
DESTIN BEACH,Apto. 1503,2S,"82,11",Disponível,"R$ 1.382.428,10","R$ 16.836,29",DESTIN BEACHApto. 1503
DESTIN BEACH,Apto. 1504,Sala,"84,84",Disponível,"R$ 1.532.108,77","R$ 18.058,80",DESTIN BEACHApto. 1504
DESTIN BEACH,Apto. 1505,Sala,"80,97",Disponível,"R$ 1.238.199,18","R$ 15.292,07",DESTIN BEACHApto. 1505
DESTIN BEACH,Apto. 1506,2S,"113,58",Disponível,"R$ 1.863.546,12","R$ 16.407,34",DESTIN BEACHApto. 1506
DESTIN BEACH,Apto. 1507,2S,"82,02",Disponível,"R$ 1.254.255,87","R$ 15.292,07",DESTIN BEACHApto. 1507
DESTIN BEACH,Apto. 1601,2S,"130,32",Disponível,"R$ 2.501.560,17","R$ 19.195,52",DESTIN BEACHApto. 1601
DESTIN BEACH,Apto. 1603,Garden,"82,11",Disponível,"R$ 1.400.038,66","R$ 17.050,77",DESTIN BEACHApto. 1603
DESTIN BEACH,Apto. 1607,2S,"82,02",Disponível,"R$ 1.271.847,11","R$ 15.506,55",DESTIN BEACHApto. 1607
DESTIN BEACH,Apto. 1701,2S,"130,32",Disponível,"R$ 2.529.510,56","R$ 19.410,00",DESTIN BEACHApto. 1701
DESTIN BEACH,Apto. 1702,2S,"130,34",Disponível,"R$ 2.753.536,21","R$ 21.125,80",DESTIN BEACHApto. 1702
DESTIN BEACH,Apto. 1703,2S,"82,11",Disponível,"R$ 1.417.649,20","R$ 17.265,24",DESTIN BEACHApto. 1703
DESTIN BEACH,Apto. 1704,Garden,"84,84",Disponível,"R$ 1.595.795,00","R$ 18.809,46",DESTIN BEACHApto. 1704
DESTIN BEACH,Apto. 1705,Garden,"80,97",Disponível,"R$ 1.272.931,28","R$ 15.721,02",DESTIN BEACHApto. 1705
DESTIN BEACH,Apto. 1706,2S,"113,58",Disponível,"R$ 1.912.266,28","R$ 16.836,29",DESTIN BEACHApto. 1706
DESTIN BEACH,Apto. 1707,2S,"82,02",Disponível,"R$ 1.289.438,35","R$ 15.721,02",DESTIN BEACHApto. 1707
DESTIN BEACH,Apto. 1801,2S,"130,32",Disponível,"R$ 2.557.460,95","R$ 19.624,47",DESTIN BEACHApto. 1801
DESTIN BEACH,Apto. 1802,2S,"130,34",Disponível,"R$ 2.781.490,91","R$ 21.340,27",DESTIN BEACHApto. 1802
DESTIN BEACH,Apto. 1803,2S,"82,11",Disponível,"R$ 1.435.259,75","R$ 17.479,72",DESTIN BEACHApto. 1803
DESTIN BEACH,Apto. 1804,2S,"84,84",Disponível,"R$ 1.613.991,06","R$ 19.023,94",DESTIN BEACHApto. 1804
DESTIN BEACH,Apto. 1805,2S,"80,97",Disponível,"R$ 1.290.297,34","R$ 15.935,50",DESTIN BEACHApto. 1805
DESTIN BEACH,Apto. 1905,3S,"80,97",Disponível,"R$ 1.307.663,38","R$ 16.149,97",DESTIN BEACHApto. 1905
DESTIN BEACH,Apto. 1906,2S,"113,58",Disponível,"R$ 1.960.986,44","R$ 17.265,24",DESTIN BEACHApto. 1906
DESTIN BEACH,Apto. 1907,2S,"82,02",Disponível,"R$ 1.324.620,86","R$ 16.149,97",DESTIN BEACHApto. 1907
DESTIN BEACH,Apto. 2001,2S,"130,32",Disponível,"R$ 2.613.361,74","R$ 20.053,42",DESTIN BEACHApto. 2001
DESTIN BEACH,Apto. 2002,2S,"130,34",Disponível,"R$ 2.837.400,27","R$ 21.769,22",DESTIN BEACHApto. 2002
DESTIN BEACH,Apto. 2003,3S,"82,11",Disponível,"R$ 1.470.480,85","R$ 17.908,67",DESTIN BEACHApto. 2003
DESTIN BEACH,Apto. 2004,2S,"84,84",Disponível,"R$ 1.650.383,20","R$ 19.452,89",DESTIN BEACHApto. 2004
DESTIN BEACH,Apto. 2005,2S,"80,97",Disponível,"R$ 1.325.029,43","R$ 16.364,45",DESTIN BEACHApto. 2005
DESTIN BEACH,Apto. 2006,3S,"113,58",Disponível,"R$ 1.985.346,52","R$ 17.479,72",DESTIN BEACHApto. 2006
DESTIN BEACH,Apto. 2007,2S,"82,02",Disponível,"R$ 1.342.212,10","R$ 16.364,45",DESTIN BEACHApto. 2007
DESTIN BEACH,Apto. 2101,2S,"130,32",Disponível,"R$ 2.641.312,13","R$ 20.267,90",DESTIN BEACHApto. 2101
DESTIN BEACH,Apto. 2102,2S,"130,34",Disponível,"R$ 2.865.354,95","R$ 21.983,70",DESTIN BEACHApto. 2102
DESTIN BEACH,Apto. 2103,3S,"82,11",Disponível,"R$ 1.488.091,40","R$ 18.123,14",DESTIN BEACHApto. 2103
DESTIN BEACH,Apto. 2104,2S,"84,84",Disponível,"R$ 1.668.579,26","R$ 19.667,37",DESTIN BEACHApto. 2104
DESTIN BEACH,Apto. 2105,2S,"80,97",Disponível,"R$ 1.342.395,48","R$ 16.578,92",DESTIN BEACHApto. 2105
DESTIN BEACH,Apto. 2106,2S,"113,58",Disponível,"R$ 2.009.706,60","R$ 17.694,19",DESTIN BEACHApto. 2106
DESTIN BEACH,Apto. 2107,2S,"82,02",Disponível,"R$ 1.359.803,34","R$ 16.578,92",DESTIN BEACHApto. 2107
DESTIN BEACH,Apto. 2301,2S,"130,32",Disponível,"R$ 2.697.212,92","R$ 20.696,85",DESTIN BEACHApto. 2301
DESTIN BEACH,Apto. 2302,3S,"130,34",Disponível,"R$ 2.921.264,31","R$ 22.412,65",DESTIN BEACHApto. 2302
DESTIN BEACH,Apto. 2303,2S,"82,11",Disponível,"R$ 1.523.312,50","R$ 18.552,09",DESTIN BEACHApto. 2303
DESTIN BEACH,Apto. 2304,2S,"84,84",Disponível,"R$ 1.704.971,39","R$ 20.096,32",DESTIN BEACHApto. 2304
DESTIN BEACH,Apto. 2305,3S,"80,97",Disponível,"R$ 1.377.127,57","R$ 17.007,87",DESTIN BEACHApto. 2305
DESTIN BEACH,Apto. 2306,2S,"113,58",Disponível,"R$ 2.058.426,76","R$ 18.123,14",DESTIN BEACHApto. 2306
DESTIN BEACH,Apto. 2307,2S,"82,02",Disponível,"R$ 1.394.985,84","R$ 17.007,87",DESTIN BEACHApto. 2307
DESTIN BEACH,Apto. 2403,2S,"82,11",Disponível,"R$ 1.540.923,04","R$ 18.766,57",DESTIN BEACHApto. 2403
DESTIN BEACH,Apto. 2405,3S,"80,97",Disponível,"R$ 1.394.493,61","R$ 17.222,35",DESTIN BEACHApto. 2405
DESTIN BEACH,Apto. 2406,2S,"113,58",Disponível,"R$ 2.070.606,80","R$ 18.230,38",DESTIN BEACHApto. 2406
DESTIN BEACH,Apto. 2407,3S,"82,02",Disponível,"R$ 1.412.577,09","R$ 17.222,35",DESTIN BEACHApto. 2407
DESTIN BEACH,Apto. 2501,2S,"130,32",Disponível,"R$ 2.795.039,29","R$ 21.447,51",DESTIN BEACHApto. 2501
DESTIN BEACH,Apto. 2502,2S,"130,34",Disponível,"R$ 3.019.105,70","R$ 23.163,31",DESTIN BEACHApto. 2502
DESTIN BEACH,Apto. 2503,2S,"82,11",Disponível,"R$ 1.584.949,42","R$ 19.302,76",DESTIN BEACHApto. 2503
DESTIN BEACH,Apto. 2504,2S,"84,84",Disponível,"R$ 1.768.657,63","R$ 20.846,98",DESTIN BEACHApto. 2504
DESTIN BEACH,Apto. 2505,3S,"80,97",Disponível,"R$ 1.437.908,73","R$ 17.758,54",DESTIN BEACHApto. 2505
DESTIN BEACH,Apto. 2506,2S,"113,58",Disponível,"R$ 2.131.507,00","R$ 18.766,57",DESTIN BEACHApto. 2506
DESTIN BEACH,Apto. 2507,2S,"82,02",Disponível,"R$ 1.456.555,20","R$ 17.758,54",DESTIN BEACHApto. 2507
DESTIN BEACH,Apto. 601,2S,"144,64",Disponível,"R$ 2.326.625,70","R$ 16.085,63",DESTIN BEACHApto. 601
DESTIN BEACH,Apto. 602,2S,"130,34",Disponível,"R$ 2.376.148,00","R$ 18.230,38",DESTIN BEACHApto. 602
